path	sentence
common_voice_ky_18454065.mp3	Ал милиция кызматкерин бетке чаап салды, — дейт Шакирова.
common_voice_ky_18454066.mp3	Кийин болсо төрт саат бою Порнхаб ачылып жаткан.
common_voice_ky_18454067.mp3	Бирок таасир этүү аракетин көрбөйбүз, — деди Жээнбеков.
common_voice_ky_18454068.mp3	Алар материалдарды өзүнө ыңгайлуу өңүттөн чогултса керек.
common_voice_ky_18454069.mp3	Кыргыз милициясы жол кырсыгынын жагдайларын иликтеп жатат.
common_voice_ky_18454070.mp3	Бирок мен азыр аны туура эмес деп эсептейм.
common_voice_ky_18454071.mp3	Ал эч жакка кетпестиги тууралуу тил кат жазып берген.
common_voice_ky_18454072.mp3	Мындай билдирүүлөр биринчи жолу гана болуп жаткан жок.
common_voice_ky_18454073.mp3	Шашылыш түрдө калтырылган издер
common_voice_ky_18454074.mp3	Үч миң сом деген болбогон эле акча да.
common_voice_ky_18454075.mp3	Анткени кулап түшкөн учак тандырын талкалап кеткен.
common_voice_ky_18454076.mp3	Менин колумда өткөргөн жылдарыңа, кечирген жашооңо ыраазы бол.
common_voice_ky_18454077.mp3	Булардын баарын аралаштырып, бир күндө эки маал берет.
common_voice_ky_18454078.mp3	Ал атайын окутуу курсунан өтүп, лицензия алган.
common_voice_ky_18454079.mp3	Элчи кыргыз бийлиги тиешелүү чара көрөт деп үмүттөнөт.
common_voice_ky_18454080.mp3	Анан өз жанын багып иштөөгө аргасыз болушкан.
common_voice_ky_18454081.mp3	Колумду карап, куру кол келдиңби дегендей ормоюшат.
common_voice_ky_18454082.mp3	Мындан тышкары айрым бир кыздарга УЗИ кылышкан, — деди ал.
common_voice_ky_18454083.mp3	Андан соң бул акциялар жокко чыгарылышы керек болчу.
common_voice_ky_18454085.mp3	Капаров ошондой эле Сооронбай Жээнбековду дагы сынга алган.
common_voice_ky_18454086.mp3	Анда орус жана англис тилинен кыргыз тилине которууга болот.
common_voice_ky_18454088.mp3	Азырынча анык эч нерсе айта албайм.
common_voice_ky_18454089.mp3	Анткени чынында эле азыр биз кооптуу абалда жашап жаткандайбыз.
common_voice_ky_18454090.mp3	Бирок алар голду камсыз кылган жок.
common_voice_ky_18454091.mp3	Бирок акын посттун идеясын колдой турганын кошумчалады.
common_voice_ky_18454092.mp3	Айрым соцпедагогдор сырттан эле келип калгандыгын байкадык.
common_voice_ky_18454093.mp3	Курман болгондордун көпчүлүгү — жергиликтүү тургундар.
common_voice_ky_18454094.mp3	Алардын бирөөсү ошол эле күнү каза болгон.
common_voice_ky_18454095.mp3	Учурда ал УКМКнын тергөө абагында.
common_voice_ky_18454096.mp3	Мени принципсиздик таң калтырды.
common_voice_ky_18454097.mp3	Ооба, чндыгында эле Михаил Николаевич каза болду.
common_voice_ky_18454098.mp3	Алардын бири баш мээсинен жабыркап, экинчисинин кабыргасы сынган.
common_voice_ky_18454099.mp3	Телеканалдын журналисттери маалыматты эксклюзивдүү деп аташкан.
common_voice_ky_18454100.mp3	Антпесе короз салмагы бутуна түшүп, чарчап калат.
common_voice_ky_18454101.mp3	Бул чын эле кызыктуу болот.
common_voice_ky_18454102.mp3	Аны даарылап жатышат, бирок эмнеден улам экени түшүнүксүз.
common_voice_ky_18454103.mp3	Ал эми Малиевдин оюнча, технологияны өнүктүрүү керек.
common_voice_ky_18454104.mp3	Ушул суроо алда канча маанилүү, биз ага жооп тапканга аракет кылалы.
common_voice_ky_18454105.mp3	Анын дубал жана кагаз бетине сүрөт тартып жүргөнүнө он жыл болду.
common_voice_ky_18454106.mp3	Туристтер үч күнгө барышат, — дейт Харов.
common_voice_ky_18454107.mp3	Аянтта студенттер, уюштуруучулар жана журналисттер.
common_voice_ky_18454108.mp3	Эки компания тең тендерсиз тандалып алынган.
common_voice_ky_18454109.mp3	Эки күн Кичи Памирде, дагы эки күн Улуу Памирде болдук.
common_voice_ky_18454110.mp3	Аскаровдун жетекчи болгонун айтып коюу жетишсиз.
common_voice_ky_18454111.mp3	Ал ошондой эле кыргыз саясатчыларын калп өлтүрөөрүн жазат.
common_voice_ky_18454112.mp3	Ошондой эле камактагылардын бирөөсү жарадар болгон.
common_voice_ky_18454113.mp3	Прокурор көпүрөдө болбогонун жана Аскаровду көрбөгөнүн айтты.
common_voice_ky_18454114.mp3	Алар баарынан да ошондон коркуп жатышат, — деп жазды ал.
common_voice_ky_18454115.mp3	Ашуров болотту ээритип, ширетип, калыпка салат.
common_voice_ky_18454116.mp3	Алар эч нерсе уккан эмеспиз деп чыгышты.
common_voice_ky_18454117.mp3	Дагы бир куткаруучу оор абалда ооруканага түшкөн.
common_voice_ky_18454118.mp3	Натыйжада адвокат Кыргызстандан чыгып Латвиядан башпаанек тапкан.
common_voice_ky_18454119.mp3	Иликтөө бүткөндө жыйынтыктар тууралуу маалымат беребиз, — деди ал.
common_voice_ky_18454120.mp3	Материалдын түп нускасы Ливень.
common_voice_ky_18454121.mp3	Окуянын себептери иликтенип жатат.
common_voice_ky_18454122.mp3	Өткөнкү жылы тузду бийикке көтөрө албай, куру кол чыктым эле.
common_voice_ky_18454123.mp3	Анан жергиликтүү милиция келди.
common_voice_ky_18454124.mp3	Бирок биз күтүп алган ошол маршрутта Мирзат жок экен.
common_voice_ky_18454125.mp3	Үйүмдө тоогумдан башка жандыгым калган жок, — дейт Асатулла.
common_voice_ky_18454126.mp3	Жактоочу бул боюнча комментарий берүүдөн баш тартууда.
common_voice_ky_18454127.mp3	Биз тапканыбызды столго коебуз.
common_voice_ky_18454128.mp3	Же эмне, экиге бөлүнүп кетейинби?
common_voice_ky_18454129.mp3	Бул жагынан ал ийгиликке жетти.
common_voice_ky_18454130.mp3	Экинчи орунга Казакстан, үчүнчү орунга Кытай ээ болду.
common_voice_ky_18454131.mp3	мунун бардыгын биз Алланын ыраазычылыгы үчүн окуп үйрөнүп жатабыз.
common_voice_ky_18454132.mp3	Калгандары жол катары эле колдонулат, — деди Өмүров.
common_voice_ky_18454133.mp3	Албетте бул чечим боюнча Жогорку сотко даттанабыз.
common_voice_ky_18454134.mp3	Пилоттук түрдө Ош менен Бишкек шаарлары тандалган.
common_voice_ky_18454135.mp3	Бирок алардын бардыгы тесттик түрдө иштеп жатат.
common_voice_ky_18454136.mp3	Бул өтө татаал жабдуу, ошондуктан дароо аныкташ кыйын.
common_voice_ky_18454137.mp3	Мында Дайан фон Фюрстенбергдин кол жазмасы сезилип турду.
common_voice_ky_18454138.mp3	Уксаң, эгер баса алсаң ал сеники.
common_voice_ky_18454139.mp3	Буга чейин Германия менен Чили тайпалык баскычтарда беттешишкен.
common_voice_ky_18454140.mp3	Анын режиссёру Хаяо Миядзаки экен.
common_voice_ky_18454141.mp3	Жакында мындай бир окуяга күбө болдум.
common_voice_ky_18454143.mp3	Ал үчүн Мамлекеттик мүлктү башкаруу фондунун чечимин күтүш керек.
common_voice_ky_18454144.mp3	Биринчи эле чабуул атаандаштын дарбазасын алууга жеткирди.
common_voice_ky_18454145.mp3	Мен Салянованын сотуна барыш үчүн кете бергем, — деп билдирген ал.
common_voice_ky_18454146.mp3	Ошол жерде өзүнүн устаканасы бар.
common_voice_ky_18454147.mp3	Кандай кыскартуулар пландалып атканын түшүндүрөбүз.
common_voice_ky_18454148.mp3	Цой — билими боюнча юрист, тергөөчү болуп иштеген.
common_voice_ky_18454149.mp3	Газдан башка түштүктө эч нерсе болгон эмес.
common_voice_ky_18454150.mp3	Кыздын бутун жип менен байлап, ал эми баланы токмоктой башташкан.
common_voice_ky_18454151.mp3	Анын кызы жана уулу бар.
common_voice_ky_18454152.mp3	ИИМ Сулайманов өлкөдөн чыгып кеткен деген божомолун билдирди.
common_voice_ky_18454153.mp3	Макаланын түп нускасы Азаттык үналгысынын сайтына чыккан.
common_voice_ky_18454154.mp3	КСДПда башка талапкер жок.
common_voice_ky_18454155.mp3	Атамбаев сыйлыкты элге сиңирген көөнөрбөс эмгеги үчүн алды.
common_voice_ky_18454156.mp3	Салянова өз адвокатын колдоду.
common_voice_ky_18454158.mp3	Менин билишимче бирөө гана аял.
common_voice_ky_18454159.mp3	Кыргыз тарап кармалганды экстрадициялоону сүйлөшүп жатат.
common_voice_ky_18454160.mp3	Биз өзүбүздү маскара кылдык, — деди ал.
common_voice_ky_18454161.mp3	Бирок экинчи окуудан кийин ал кайра чакыртылып алынган.
common_voice_ky_18454162.mp3	Бирок абоненттик төлөм жөнүндө бир да сөз болгон жок.
common_voice_ky_18454163.mp3	Биз бүгүн Текебаев үчүн эле чогулганыбыз жок.
common_voice_ky_18454164.mp3	Бирок биз куратор аркылуу кат жолдодук.
common_voice_ky_18454165.mp3	Бирок алар кошумча убакыт ичинде гана гол киргизүүгө жетишти.
common_voice_ky_18454166.mp3	Барган жериңди көгөрт, көбөйт деп шыбырадым.
common_voice_ky_18454167.mp3	Айнек заводу – анча көп эмес жумушчу орун бар жерлердин бири.
common_voice_ky_18454168.mp3	Сот жокко чыгарды, — деди Вахитов.
common_voice_ky_18454169.mp3	Спортчулардын уюлдук телефондору да алардан алынган.
common_voice_ky_18454170.mp3	Украина жана Батыш өлкөлөрү Крымдагы референдумду таанышкан эмес.
common_voice_ky_18454171.mp3	Мындан тышкары, Коопсуз шаар долбоору.
common_voice_ky_18454172.mp3	Сот айыптоонун башка эки пункту боюнча Исаевди актады.
common_voice_ky_18454173.mp3	Азыр силер Өзбекстандын аймагындасыңар.
common_voice_ky_18454174.mp3	ФИФА жаңы рейтингди жарыялоонун убактысын дайындабайт.
common_voice_ky_18454175.mp3	Депутаттар добуштардын көпчүлүгү менен эмнелерди кыла алышат?
common_voice_ky_18454176.mp3	Түркмөнстандын Байланыш министрлигинин командасы.
common_voice_ky_18454177.mp3	Калган сегиз киши жергиликтүү тургундар болгон.
common_voice_ky_18454178.mp3	Аны бул кызматка президент Сооронбай Жээнбеков сунуштаган.
common_voice_ky_18454179.mp3	Ал жакта укмуштуу кум бар, андай кум эч жакта жок!
common_voice_ky_18454180.mp3	Нунес менен Шевченко өткөн жылдын март айында мушташка чыгышкан.
common_voice_ky_18454181.mp3	Видеодогу кабинет Отунбаеваныкы же Атамбаевдики.
common_voice_ky_18454182.mp3	Бул жерде эч бир жаман нерсе жок.
common_voice_ky_18454183.mp3	Бирок ошол сол тарабы иштебей жатат.
common_voice_ky_18454184.mp3	Айрым адамдар үчүн башкалка алардын акыркы жайы болуп эсептелет.
common_voice_ky_18454373.mp3	Аягында бирөө аны башка катуу чапкан.
common_voice_ky_18454376.mp3	Унааны ширетүүдө жана сырдоодо ага достору жардамдашкан.
common_voice_ky_18454377.mp3	Ушундай эле абал өлкөдөгү жогорку окуу жайларында да бар.
common_voice_ky_18454378.mp3	акцияны максатка ылайык эмес чыгарууга айыптаган.
common_voice_ky_18454379.mp3	Ал үчүн өкмөт ипотекалык компания түздү.
common_voice_ky_18454380.mp3	Мен эмнеге мындай болуп жатат?
common_voice_ky_18454382.mp3	Бул факт абдан кубандырат жана бул алгачкы кадам, — деди Исаков.
common_voice_ky_18454383.mp3	Бир жерине ошну жазса болмок да.
common_voice_ky_18454384.mp3	Мен албетте мураскор болчу эркек баланы каалагам.
common_voice_ky_18454390.mp3	Ошондой эле, форма меселеси толугу менен алынды.
common_voice_ky_18454391.mp3	Бирок эмне үчүн Аскаров тинтүү болгон жерде болгон эмес?
common_voice_ky_18454392.mp3	Шаршемби күнү баары белгилүү болот.
common_voice_ky_18454393.mp3	Жабыркагандар жана кыйроолор жок.
common_voice_ky_18454394.mp3	Мында менин колум коюлган эмес.
common_voice_ky_18454395.mp3	Бул далилдерди алып алыш үчүн аны кармашкан.
common_voice_ky_18454396.mp3	Ошондон бери Жалилов ошол жакта жашап келген.
common_voice_ky_18454397.mp3	Анткени алардын баласы бар.
common_voice_ky_18454398.mp3	Жакында эле жаңы туристтик борбор ачылды.
common_voice_ky_18454401.mp3	Озерное — Чүй облусунун Аламүдүн районуна караштуу айыл.
common_voice_ky_18454405.mp3	Бишкектин жанындагы Озерное айылында жолсуз жарыш болду.
common_voice_ky_18454407.mp3	Израил окуяны террордук чабуул деп тааныды.
common_voice_ky_18454410.mp3	Президентке Түркиядан баштапкы медициналык текшерүү өткөрүлгөн.
common_voice_ky_18454413.mp3	Эгер кире албасан, анда кечирип кой, — деп айтылат жазууда.
common_voice_ky_18454414.mp3	Маалыматка ылайык, жол кыймылы көчкү коркунучунан улам жабылды.
common_voice_ky_18454415.mp3	Аны башкалар сыяктуу эле башкалкага жеткирип келишкен.
common_voice_ky_18454416.mp3	Бул жаңы эреже кыргызстандыктарга да таасир эткен.
common_voice_ky_18454417.mp3	Алардын экөөсү тең маалыматтын ушак экенин билдиришти.
common_voice_ky_18454418.mp3	Ошондуктан квалификациялык тандоо болгон.
common_voice_ky_18454419.mp3	Кумтөр — Кыргызстандагы эң эле ири алтын кени.
common_voice_ky_18454420.mp3	Учурда жаңы химцех куруу үчүн ЖЭБге жабдыктар алынып келинди.
common_voice_ky_18454421.mp3	Балдар жумушка кандай аба ырайы болбосун чыга беришет.
common_voice_ky_18454422.mp3	Мурунку судьялардын курамынан чечкиндүү түрдө кутулдук.
common_voice_ky_18454423.mp3	Бир жылдын ичинде он мыйзам жазыптырмын.
common_voice_ky_18454424.mp3	Сен көз каранды эмессиң, эркинсиң, бирок ирденип, өсүү жолундасың.
common_voice_ky_18454425.mp3	Операны даярдоого эки жыл убакыт кеткен.
common_voice_ky_18454427.mp3	Бирок, жер көчөт деген ой кимдин эле оюна келди дейсиңер.
common_voice_ky_18454429.mp3	Ачуу, аябай катуу чаңырык чыкты.
common_voice_ky_18454432.mp3	Бул тууралуу башкы прокуратура маалымат берди.
common_voice_ky_18454434.mp3	Лидер ким экендиги дароо эле көрүнөт да.
common_voice_ky_18454435.mp3	Коомчулукта ар кандай кептер чыгууда.
common_voice_ky_18454437.mp3	Беттештен уткан корозду асманга бирөө көкөлөтө ыргытып жиберди.
common_voice_ky_18454438.mp3	Иште кылмыштын курамы жок.
common_voice_ky_18454439.mp3	Не выяснив ничего,не зная о подробностях судить очень даже легко.
common_voice_ky_18454460.mp3	Биз муну ачыктан ачык эле мыйзамсыз деп эсептейбиз.
common_voice_ky_18454461.mp3	Анын сөзү да кыргыз мушкерин ынандырган эмес.
common_voice_ky_18454462.mp3	Тропикалык өсүмдүктөр көп суу ичет.
common_voice_ky_18454464.mp3	Кечээ токтом кабыл алышты.
common_voice_ky_18454470.mp3	Ал түз бизге катталган эмес, — деди ал.
common_voice_ky_18454471.mp3	Бир аял кырсык болгон жерден дароо кайтыш болгон.
common_voice_ky_18454472.mp3	Бирок андай болушу мүмкүн эмес экенин түшүнүп турабыз.
common_voice_ky_18454475.mp3	Мен Памирдин тургундарына абдан боорум ооруду.
common_voice_ky_18454478.mp3	Ал муну айткысы келген.
common_voice_ky_18454480.mp3	Анда жашагандар коопсуз жерге чыгарылды.
common_voice_ky_18454481.mp3	Натыйжада үч адам жол кырсыгынын курмандыгы болду.
common_voice_ky_18454482.mp3	Көчөттөрдүн жарымы Европадан алынып келинген.
common_voice_ky_18454483.mp3	Ал алар кабыл алынганын көрсөттү.
common_voice_ky_18454484.mp3	Нарында болсо азыраак убакыт жашадык.
common_voice_ky_18454485.mp3	Негизги айырмачылык ушунда, — деди ал.
common_voice_ky_18454486.mp3	Секирүү маалында эмнелер болот?
common_voice_ky_18454487.mp3	Бишкектин мэри мурда альтернативасыз негизде шайланган.
common_voice_ky_18454488.mp3	Долбоор боюнча камералар акысыз орнотулат.
common_voice_ky_18454489.mp3	Учурда Бишкек — Ош каттамдары кармалып турат.
common_voice_ky_18454490.mp3	Өкмөт акциз салыгын товардын акыркы баасына үстөк катары киргизет.
common_voice_ky_18454491.mp3	Бизде болсо ооругандарды гана эмдеп, калгандарыбыз отурабыз.
common_voice_ky_18454492.mp3	Анын эмчектеги баласы дагы бар.
common_voice_ky_18454493.mp3	долларга чейин көбөйтүлгөндүгү тууралуу билдирүү алган.
common_voice_ky_18454494.mp3	Аны белгисиз жигиттер ала качууга аракет кылышкан болчу.
common_voice_ky_18454500.mp3	Учурда териштирүү иштери жүрүүдө.
common_voice_ky_18454501.mp3	Айдоочу дагы ооруканага жеткирилген.
common_voice_ky_18454502.mp3	Бишкекке эле келгенбиз, бул жакка.
common_voice_ky_18454503.mp3	Алар кантип көзөмөлдөгөнү жатышат?
common_voice_ky_18454504.mp3	Бирок бардыгы биз ойлоп аткандай жөнөкөй эмес.
common_voice_ky_18454505.mp3	Эми эрежелерди сакташыбыз керек.
common_voice_ky_18454506.mp3	Тургундарга суу түтүктөр аркылуу барат.
common_voice_ky_18454507.mp3	Коомдук желелерден мындай маалыматтар көп эле учуратууга болот.
common_voice_ky_18454509.mp3	Бул эки тарапты бирдей ынандырган чечим болду, — деди Рыскулов.
common_voice_ky_18454511.mp3	Обаманын атаандашы — Ромниге добушумду бермекмин.
common_voice_ky_18454514.mp3	Анын айтымында, аткездин эң эле көпчүлүгү Кыргызстандан чыгууда.
common_voice_ky_18454517.mp3	Айрымдары журналистти сотко берген.
common_voice_ky_18454518.mp3	Коридор деген дедовщинанын бир элементи экен.
common_voice_ky_18454519.mp3	Бирок бул иштин материалдарын жоготуп жиберишкен.
common_voice_ky_18454520.mp3	Андан кийин митингдегилер тарап кетишти.
common_voice_ky_18454521.mp3	Анда эки көк шар илинип, эки эркек өбүшүп жаткан, — деп улантты ал.
common_voice_ky_18454522.mp3	Пенсия курагына жакындап калдым.
common_voice_ky_18454523.mp3	Алар бул нерсени көптөн бери күтүшкөн, — деп айткан Мирзиёев.
common_voice_ky_18454524.mp3	Калган ишти компания өзү аткарган, — деди Кулматов.
common_voice_ky_18454525.mp3	Анатолийдин агасы жашоосунун маанилүү бир бөлүгү болчу.
common_voice_ky_18454526.mp3	Бирок баары бир эркектерге караганда аялдарда акча болбойт экен.
common_voice_ky_18454527.mp3	Мектепти толугу менен жиберчү, күн сууктаганча талаада иштечүбүз.
common_voice_ky_18454528.mp3	Эми эки өлкөнүн алакасы кандай өзгөрүшү мүмкүн?
common_voice_ky_18454529.mp3	Алгач эле Кытайдын эшигин ачтым.
common_voice_ky_18454535.mp3	Акыркы күндөрү эшикти кулпулап кача турган болуп калдык.
common_voice_ky_18454536.mp3	Алгач иштеп баштаганымда ширетүүдөн колдорум күйүп кетип турган.
common_voice_ky_18454537.mp3	Анда бизге акча да төлөнчү эмес.
common_voice_ky_18454538.mp3	Эколог Эгемназар Айдаралиев ишкананын билдирүүсүнө макул эмес.
common_voice_ky_18454539.mp3	Текшерүү жарым сааттай созулду.
common_voice_ky_18454540.mp3	Эми билбейм, — дейт ал.
common_voice_ky_18454541.mp3	Ош шаарында онго жакын жеке менчик бассейн бар.
common_voice_ky_18454542.mp3	Буга чейин эмнеге кылмыш иши козголгон эмес?
common_voice_ky_18454543.mp3	Элдин баары өкмөткө кантип ишенет?
common_voice_ky_18454544.mp3	Мен мамлекетке кандай зыян келтирип жатам?
common_voice_ky_18454545.mp3	Бирок натыйжада португалиялыктар утулуп калган.
common_voice_ky_18454546.mp3	Анын кызы Бермет Акаева да аталган мектепти аяктаган.
common_voice_ky_18454547.mp3	Масалиев Атамбаев көрсөтмө берген деп атат.
common_voice_ky_18454548.mp3	Жумакадыров менен кошо анын эки жардамчысы каза болгон.
common_voice_ky_18454549.mp3	Атамбаев дагы бир жолу кийинки мөөнөткө калбай турганын кайталады.
common_voice_ky_18454550.mp3	Мэрия мектепти даяр турдө кабыл алган, — деди Кулматов.
common_voice_ky_18454551.mp3	Ага документтердин туура эмес толтурулганы себеп болгон.
common_voice_ky_18454552.mp3	Бирок, БТРлер ордунда кала берген.
common_voice_ky_18454555.mp3	Патерсон автобустун айдоочусу тууралуу фильм.
common_voice_ky_18454557.mp3	Жолду бойлой өспүрүм балдар жарнамалык шаблондорду сатып иштешет.
common_voice_ky_18454560.mp3	Архитектурадан келишпейт, мамэкотехинспекциядан келишпейт.
common_voice_ky_18454561.mp3	Ким көчүп барат ал жакка?
common_voice_ky_18454562.mp3	Өткөн жылы эле көргөм.
common_voice_ky_18454564.mp3	Анын отставкага кетишинин себептери белгисиз.
common_voice_ky_18454565.mp3	Албетте, айдоочу коркуп кеткен.
common_voice_ky_18454566.mp3	Биздин айылда сегиз класстык бир мектеп бар.
common_voice_ky_18454567.mp3	Бул саясий эмес менин жеке жашоомо байланыштуу чечимим.
common_voice_ky_18454568.mp3	Мосул үчүн салгылаш жети күндөн бери жүрүүдө.
common_voice_ky_18454569.mp3	Өрттү ошол жерден өтүп бараткандар өчүрүшкөн.
common_voice_ky_18454570.mp3	Бала чакта эрте өнүгүү — бул үзгүлтүксүз процесс.
common_voice_ky_18454571.mp3	Бизде мергенчиликти жөнгө сала турган мыйзамдар бар.
common_voice_ky_18454573.mp3	Ал бала кезинде дарыгер болгусу келгенин жашырган жок.
common_voice_ky_18454574.mp3	Мен Салянова – өлкөгө керектүү адам деп айткым келет.
common_voice_ky_18454575.mp3	Биз кантсе да муну мындан ары деле талкуулагыбыз келет.
common_voice_ky_18454577.mp3	Сууну аргасыз арыктан алабыз го, — деп Раиса өз сөзүн жыйынтыктады.
common_voice_ky_18454578.mp3	Полиция токтотуп калабы деп корктук.
common_voice_ky_18454579.mp3	Пульт менен башкарылган машина Жоодардын бешинчи эмгеги.
common_voice_ky_18454580.mp3	Адамдарды бир нерсеге үндөөнү жакшы билет.
common_voice_ky_18454581.mp3	Учурда тергөө иштери жүрүүдө.
common_voice_ky_18454583.mp3	Каякка баргандыгы, кандай бизнесинин бар экендиги — бул анын иши.
common_voice_ky_18454586.mp3	Менин баламы багып бер дегендер көп.
common_voice_ky_18454587.mp3	Эл ар кандай кабыл алат экен да, — деди продюсер.
common_voice_ky_18454600.mp3	Анын устаканасы Ош шаарынын чыгыш дарбазасынан кире бериште.
common_voice_ky_18454601.mp3	Баяндоо Зафер Динчердин атынан жүргүзүлөт.
common_voice_ky_18454602.mp3	Таймдын аягында Хосилот азчылык абалда калды.
common_voice_ky_18454609.mp3	сомдук тендерди утуп алган.
common_voice_ky_18454611.mp3	Эч нерсе жөнүндө ойлонгон жокмун, — дейт ал.
common_voice_ky_18454613.mp3	Модин Текебаевдин кабинетинин жанынан өттү.
common_voice_ky_18454709.mp3	Бул жеңиш Азия Микстин Жогорку лигага өтүшүнө жол ачкан.
common_voice_ky_18454711.mp3	Тергөө органдары жана соттор жараянды жабык кылып атышат.
common_voice_ky_18454712.mp3	Биз муну ушул бойдон калтырып койбой, дагы күчөтүшүбүз керек.
common_voice_ky_18454713.mp3	Өрт боюнча билдирүү абдан кеч түшкөн, — деди ал.
common_voice_ky_18454720.mp3	Аталган окуяда адам өмүрүнө зыян тийген эмес.
common_voice_ky_18454721.mp3	Эгерде ал бул нерсеге капа болуп калса кечирим сурайм.
common_voice_ky_18454722.mp3	Кыргыз өкмөтү мындай дооматты четке кагып келет.
common_voice_ky_18454723.mp3	Президенттердин жолуна бактын ичинде килем төшөлгөн.
common_voice_ky_18454874.mp3	Ар бирибиз элдин гана тандоосуна үмүт арттык, — деди Жээнбеков.
common_voice_ky_18454875.mp3	Мен натыйжада президенттин көз жашын көргүм келип жатат.
common_voice_ky_18454876.mp3	Бул үчүн мага эч нерсе төлөнбөйт.
common_voice_ky_18454877.mp3	Алгач иштеп баштаганымда ширетүүдөн колдорум күйүп кетип турган.
common_voice_ky_18454878.mp3	Жол киренин баасы азырынча белгисиз.
common_voice_ky_18454884.mp3	Ооба, милиционер — коомдук адам.
common_voice_ky_18454885.mp3	Аял операция столунда кайтыш болгон.
common_voice_ky_18454886.mp3	Бул спортчунун карьерасындагы алгачкы Олимпиада.
common_voice_ky_18454887.mp3	Жогору тоодо — кыргыз малчылары пайдаланган жайыт бар.
common_voice_ky_18454888.mp3	Сотто эксперт анын көзүнүн алды көгөрүп турганын ырастады.
common_voice_ky_18454889.mp3	Бул базада уюлдук байланыш тартпайт.
common_voice_ky_18454890.mp3	Тилсиз жоо менен күрөшкөнү эки атайын унаа чыккан.
common_voice_ky_18454891.mp3	Азырынча кырсыктын себептери белгисиз.
common_voice_ky_18454892.mp3	Анткени Казакстандын байлыгын уурдап жатышат.
common_voice_ky_18454893.mp3	Кийин ал судьяга телефонду көрсөттү.
common_voice_ky_18454894.mp3	Бизди коштогон гид чымчыктар да кечки сыйынууга келишкенин айтты.
common_voice_ky_18454895.mp3	Депутатка эч жакка кетпөө түрүндөгү баш коргоо чарасы чыгарылган.
common_voice_ky_18454896.mp3	Кыздын бутун жип менен байлап, ал эми баланы токмоктой башташкан.
common_voice_ky_18454897.mp3	Кесептер кандай схемаларды колдонушат?
common_voice_ky_18454898.mp3	Кыргыздар үчүн үй салуу — Йозгат шаарынын мэринин демилгеси.
common_voice_ky_18454899.mp3	Силер мени дагы күчтүүрөөк кылып жатасыңар, — деп кошумчалаган ал.
common_voice_ky_18454900.mp3	Ар бир шайлоочунуку жашыруун жүргүзүлөт, аны билүү мүмкүн эмес.
common_voice_ky_18454901.mp3	Балдар синтетикалык, аба ырайына ылайыкташпаган кийимчен жүрүшөт.
common_voice_ky_18454902.mp3	Академия Илбирске караганда азырынча бир да упай топтой элек.
common_voice_ky_18454903.mp3	Андайды бүт эле мектептен көргөнбүз.
common_voice_ky_18454904.mp3	Анда ал турмушка даяр эмес болчу да.
common_voice_ky_18454905.mp3	Иликтөө бүткөндө жыйынтыктар тууралуу маалымат беребиз, — деди ал.
common_voice_ky_18454906.mp3	Маслованын айтымында, алар бул чечимди шаардык сотто даттанышат.
common_voice_ky_18454907.mp3	Укук коргоочулар депутат айымдын талабын катуу сынга алышты.
common_voice_ky_18454908.mp3	Бул каражатка Маалыматтарды кайра иштеп чыгуу борбору түзүлөт.
common_voice_ky_18454909.mp3	Үчүнчү гол оюндун экинчи жарымында аткарылды.
common_voice_ky_18454910.mp3	Балким, мен ичип же чегип алгандай көрүнсөм керек.
common_voice_ky_18454911.mp3	Эсимде, алгачкы жеңишимде бир килем, үндүк утуп алгам.
common_voice_ky_18454912.mp3	Андан сырткары мектепте иштеген курбуларым бар.
common_voice_ky_18454913.mp3	Ал жерде чет элдик мугалим кыз мурун конуп калган болчу.
common_voice_ky_18454914.mp3	 Иликтөөлөр жана көлөмдүү репортаждар көбөйөт.
common_voice_ky_18454915.mp3	Ошентип ал жолдошу менен жумуш таба алышкан.
common_voice_ky_18454916.mp3	Учурда жаңы химцех куруу үчүн ЖЭБге жабдыктар алынып келинди.
common_voice_ky_18454917.mp3	Мен Акаев менен Бакиевди кууп чыгууга каршы болчумун.
common_voice_ky_18454918.mp3	Бизге парламенттен кат түрүндөгү эч бир түшүндүрмө берилген жок.
common_voice_ky_18454919.mp3	Бирок келечекте ал кайра жанданышы керек.
common_voice_ky_18454920.mp3	Мындан тышкары айрым бир кыздарга УЗИ кылышкан, — деди ал.
common_voice_ky_18454921.mp3	Бул баа бычакка пайдаланылган материалдан көз каранды.
common_voice_ky_18454922.mp3	Анын эки кызы суунун агымын азайтыш үчүн каналга барган экен.
common_voice_ky_18454923.mp3	Иш чара Баркэмп сыяктуу эле ошол фарматта болот.
common_voice_ky_18454924.mp3	Ишкердик деген кардардын талабына ыңгайлашуусу керек.
common_voice_ky_18454925.mp3	Аны коштой айланасындагылар секирип жатышты.
common_voice_ky_18454926.mp3	Укук коргоочу өз күнөөсүн мойнуна албай келет.
common_voice_ky_18454928.mp3	Ал токтом мурдатан эле даярдалган деп эсептейт.
common_voice_ky_18454929.mp3	Мен эртең менен бардыгын чогултуп, ИИМден маалымат алдым.
common_voice_ky_18454930.mp3	Бирок тыюу салуу эч кандай пайда бербесе, анда эмне кылыш керек?
common_voice_ky_18454931.mp3	Ош ШИИБи адам өлтүрүү беренеси боюнча кылмыш ишин козгоду.
